scheduling process 13, rbi 50529024, rtime 33, wtime 74, stime 0
scheduling process 4, rbi 39403320, rtime 0, wtime 44, stime 64
scheduling process 12, rbi 46182441, rtime 38, wtime 70, stime 0
scheduling process 5, rbi 39403320, rtime 0, wtime 54, stime 54
scheduling process 6, rbi 39403320, rtime 0, wtime 54, stime 54
scheduling process 7, rbi 39403320, rtime 0, wtime 54, stime 54
scheduling process 8, rbi 39403320, rtime 0, wtime 54, stime 54
scheduling process 13, rbi 50529024, rtime 34, wtime 75, stime 0
scheduling process 4, rbi 39403320, rtime 0, wtime 45, stime 65
scheduling process 12, rbi 46182441, rtime 40, wtime 70, stime 0
scheduling process 5, rbi 38693349, rtime 0, wtime 55, stime 55
scheduling process 6, rbi 38693349, rtime 0, wtime 55, stime 55
scheduling process 7, rbi 38693349, rtime 0, wtime 55, stime 55
scheduling process 8, rbi 38693349, rtime 0, wtime 55, stime 55
scheduling process 13, rbi 50529024, rtime 35, wtime 76, stime 0
scheduling process 4, rbi 38347872, rtime 0, wtime 45, stime 66
scheduling process 12, rbi 46182441, rtime 42, wtime 70, stime 0
scheduling process 4, rbi 38008510, rtime 0, wtime 45, stime 67
scheduling process 5, rbi 38008510, rtime 0, wtime 56, stime 56
scheduling process 6, rbi 38008510, rtime 0, wtime 56, stime 56
scheduling process 7, rbi 38008510, rtime 0, wtime 56, stime 56
scheduling process 8, rbi 38008510, rtime 0, wtime 56, stime 56
scheduling process 13, rbi 50529024, rtime 36, wtime 77, stime 0
scheduling process 4, rbi 37675102, rtime 0, wtime 46, stime 68
scheduling process 12, rbi 46182441, rtime 44, wtime 70, stime 0
scheduling process 5, rbi 37347492, rtime 0, wtime 57, stime 57
scheduling process 6, rbi 37347492, rtime 0, wtime 57, stime 57
scheduling process 7, rbi 37347492, rtime 0, wtime 57, stime 57
scheduling process 8, rbi 37347492, rtime 0, wtime 57, stime 57
scheduling process 13, rbi 50529024, rtime 37, wtime 78, stime 0
scheduling process 4, rbi 37025530, rtime 0, wtime 47, stime 69
scheduling process 12, rbi 46182441, rtime 46, wtime 70, stime 0
scheduling process 5, rbi 36709072, rtime 0, wtime 58, stime 58
scheduling process 6, rbi 36709072, rtime 0, wtime 58, stime 58
scheduling process 7, rbi 36709072, rtime 0, wtime 58, stime 58
scheduling process 8, rbi 36709072, rtime 0, wtime 58, stime 58
scheduling process 13, rbi 50529024, rtime 38, wtime 79, stime 0
scheduling process 4, rbi 36397978, rtime 0, wtime 48, stime 70
scheduling process 12, rbi 46182441, rtime 48, wtime 70, stime 0
scheduling process 5, rbi 36092112, rtime 0, wtime 59, stime 59
scheduling process 6, rbi 36092112, rtime 0, wtime 59, stime 59
scheduling process 7, rbi 36092112, rtime 0, wtime 59, stime 59
scheduling process 8, rbi 36092112, rtime 0, wtime 59, stime 59
scheduling process 13, rbi 50529024, rtime 38, wtime 80, stime 0
scheduling process 3, rbi 68174034, rtime 0, wtime 0, stime 118
scheduling process 12, rbi 46182441, rtime 48, wtime 70, stime 0
scheduling process 3, rbi 36092112, rtime 0, wtime 0, stime 118
scheduling process 4, rbi 35791344, rtime 0, wtime 48, stime 71
scheduling process 5, rbi 35791344, rtime 0, wtime 59, stime 60
scheduling process 6, rbi 35791344, rtime 0, wtime 59, stime 60
scheduling process 7, rbi 35791344, rtime 0, wtime 59, stime 60
scheduling process 8, rbi 35791344, rtime 0, wtime 59, stime 60
scheduling process 7, rbi 35791344, rtime 0, wtime 59, stime 61
scheduling process 4, rbi 35791344, rtime 0, wtime 48, stime 72
scheduling process 5, rbi 35495547, rtime 0, wtime 59, stime 61
scheduling process 6, rbi 35495547, rtime 0, wtime 59, stime 61
scheduling process 8, rbi 35495547, rtime 0, wtime 59, stime 61
scheduling process 4, rbi 35204600, rtime 0, wtime 48, stime 73
scheduling process 5, rbi 35204600, rtime 0, wtime 59, stime 62
scheduling process 6, rbi 35204600, rtime 0, wtime 59, stime 62
scheduling process 7, rbi 35204600, rtime 0, wtime 59, stime 62
scheduling process 8, rbi 35204600, rtime 0, wtime 59, stime 62
scheduling process 4, rbi 35204600, rtime 0, wtime 48, stime 74
scheduling process 5, rbi 34918383, rtime 0, wtime 59, stime 63
scheduling process 6, rbi 34918383, rtime 0, wtime 59, stime 63
scheduling process 7, rbi 34918383, rtime 0, wtime 59, stime 63
scheduling process 8, rbi 34918383, rtime 0, wtime 59, stime 63
scheduling process 4, rbi 34636783, rtime 0, wtime 48, stime 75
scheduling process 5, rbi 34636783, rtime 0, wtime 59, stime 64
scheduling process 6, rbi 34636783, rtime 0, wtime 59, stime 64
scheduling process 7, rbi 34636783, rtime 0, wtime 59, stime 64
scheduling process 8, rbi 34636783, rtime 0, wtime 59, stime 64
scheduling process 4, rbi 34359688, rtime 0, wtime 48, stime 76
scheduling process 5, rbi 34359688, rtime 0, wtime 59, stime 65
scheduling process 6, rbi 34359688, rtime 0, wtime 59, stime 65
scheduling process 7, rbi 34359688, rtime 0, wtime 59, stime 65
scheduling process 8, rbi 34359688, rtime 0, wtime 59, stime 65
scheduling process 4, rbi 34086992, rtime 0, wtime 48, stime 77
scheduling process 5, rbi 34086992, rtime 0, wtime 59, stime 66
scheduling process 6, rbi 34086992, rtime 0, wtime 59, stime 66
scheduling process 7, rbi 34086992, rtime 0, wtime 59, stime 66
scheduling process 8, rbi 34086992, rtime 0, wtime 59, stime 66
scheduling process 4, rbi 33818590, rtime 0, wtime 48, stime 78
scheduling process 5, rbi 33818590, rtime 0, wtime 59, stime 67
scheduling process 6, rbi 33818590, rtime 0, wtime 59, stime 67
scheduling process 7, rbi 33818590, rtime 0, wtime 59, stime 67
scheduling process 8, rbi 33818590, rtime 0, wtime 59, stime 67
scheduling process 4, rbi 33554382, rtime 0, wtime 48, stime 79
scheduling process 5, rbi 33554382, rtime 0, wtime 59, stime 68
scheduling process 6, rbi 33554382, rtime 0, wtime 59, stime 68
scheduling process 7, rbi 33554382, rtime 0, wtime 59, stime 68
scheduling process 8, rbi 33554382, rtime 0, wtime 59, stime 68
scheduling process 4, rbi 33294270, rtime 0, wtime 48, stime 80
scheduling process 5, rbi 33294270, rtime 0, wtime 59, stime 69
scheduling process 6, rbi 33294270, rtime 0, wtime 59, stime 69
scheduling process 7, rbi 33294270, rtime 0, wtime 59, stime 69
scheduling process 8, rbi 33294270, rtime 0, wtime 59, stime 69
scheduling process 4, rbi 33038160, rtime 0, wtime 48, stime 81
scheduling process 5, rbi 33038160, rtime 0, wtime 59, stime 70
scheduling process 6, rbi 33038160, rtime 0, wtime 59, stime 70
scheduling process 7, rbi 33038160, rtime 0, wtime 59, stime 70
scheduling process 8, rbi 33038160, rtime 0, wtime 59, stime 70
scheduling process 4, rbi 32785960, rtime 0, wtime 48, stime 82
scheduling process 5, rbi 32785960, rtime 0, wtime 59, stime 71
scheduling process 6, rbi 32785960, rtime 0, wtime 59, stime 71
scheduling process 7, rbi 32785960, rtime 0, wtime 59, stime 71
scheduling process 8, rbi 32785960, rtime 0, wtime 59, stime 71
scheduling process 4, rbi 32537581, rtime 0, wtime 48, stime 83
scheduling process 5, rbi 32537581, rtime 0, wtime 59, stime 72
scheduling process 6, rbi 32537581, rtime 0, wtime 59, stime 72
scheduling process 7, rbi 32537581, rtime 0, wtime 59, stime 72
scheduling process 8, rbi 32537581, rtime 0, wtime 59, stime 72
scheduling process 4, rbi 32537581, rtime 0, wtime 48, stime 84
scheduling process 5, rbi 32292937, rtime 0, wtime 59, stime 73
scheduling process 6, rbi 32292937, rtime 0, wtime 59, stime 73
scheduling process 7, rbi 32292937, rtime 0, wtime 59, stime 73
scheduling process 8, rbi 32292937, rtime 0, wtime 59, stime 73
scheduling process 4, rbi 32537581, rtime 0, wtime 48, stime 85
scheduling process 5, rbi 32051945, rtime 0, wtime 59, stime 74
scheduling process 6, rbi 32051945, rtime 0, wtime 59, stime 74
scheduling process 7, rbi 32051945, rtime 0, wtime 59, stime 74
scheduling process 8, rbi 32051945, rtime 0, wtime 59, stime 74
scheduling process 4, rbi 31814522, rtime 0, wtime 48, stime 86
scheduling process 5, rbi 31814522, rtime 0, wtime 59, stime 75
scheduling process 6, rbi 31814522, rtime 0, wtime 59, stime 75
scheduling process 7, rbi 31814522, rtime 0, wtime 59, stime 75
scheduling process 8, rbi 31814522, rtime 0, wtime 59, stime 75
scheduling process 4, rbi 31580592, rtime 0, wtime 48, stime 87
scheduling process 5, rbi 31580592, rtime 0, wtime 59, stime 76
scheduling process 6, rbi 31580592, rtime 0, wtime 59, stime 76
scheduling process 7, rbi 31580592, rtime 0, wtime 59, stime 76
scheduling process 8, rbi 31580592, rtime 0, wtime 59, stime 76
scheduling process 4, rbi 31350076, rtime 0, wtime 48, stime 88
scheduling process 5, rbi 31350076, rtime 0, wtime 59, stime 77
scheduling process 6, rbi 31350076, rtime 0, wtime 59, stime 77
scheduling process 7, rbi 31350076, rtime 0, wtime 59, stime 77
scheduling process 8, rbi 31350076, rtime 0, wtime 59, stime 77
scheduling process 4, rbi 31122901, rtime 0, wtime 48, stime 89
scheduling process 5, rbi 31122901, rtime 0, wtime 59, stime 78
scheduling process 6, rbi 31122901, rtime 0, wtime 59, stime 78
scheduling process 7, rbi 31122901, rtime 0, wtime 59, stime 78
scheduling process 8, rbi 31122901, rtime 0, wtime 59, stime 78
scheduling process 4, rbi 31122901, rtime 0, wtime 48, stime 90
scheduling process 5, rbi 30898995, rtime 0, wtime 59, stime 79
scheduling process 6, rbi 30898995, rtime 0, wtime 59, stime 79
scheduling process 7, rbi 30898995, rtime 0, wtime 59, stime 79
scheduling process 8, rbi 30898995, rtime 0, wtime 59, stime 79
scheduling process 4, rbi 30678288, rtime 0, wtime 48, stime 91
scheduling process 5, rbi 30678288, rtime 0, wtime 59, stime 80
scheduling process 6, rbi 30678288, rtime 0, wtime 59, stime 80
scheduling process 7, rbi 30678288, rtime 0, wtime 59, stime 80
scheduling process 8, rbi 30678288, rtime 0, wtime 59, stime 80
scheduling process 4, rbi 30678288, rtime 0, wtime 48, stime 92
scheduling process 6, rbi 30460711, rtime 0, wtime 59, stime 81
scheduling process 5, rbi 30460711, rtime 0, wtime 59, stime 81
scheduling process 7, rbi 30460711, rtime 0, wtime 59, stime 81
scheduling process 8, rbi 30460711, rtime 0, wtime 59, stime 81
scheduling process 4, rbi 30246198, rtime 0, wtime 48, stime 93
scheduling process 5, rbi 30246198, rtime 0, wtime 59, stime 82
scheduling process 6, rbi 30246198, rtime 0, wtime 59, stime 82
scheduling process 7, rbi 30246198, rtime 0, wtime 59, stime 82
scheduling process 8, rbi 30246198, rtime 0, wtime 59, stime 82
scheduling process 4, rbi 30034686, rtime 0, wtime 48, stime 94
scheduling process 5, rbi 30034686, rtime 0, wtime 59, stime 83
scheduling process 6, rbi 30034686, rtime 0, wtime 59, stime 83
scheduling process 7, rbi 30034686, rtime 0, wtime 59, stime 83
scheduling process 8, rbi 30034686, rtime 0, wtime 59, stime 83
scheduling process 4, rbi 30034686, rtime 0, wtime 48, stime 95
scheduling process 5, rbi 29826112, rtime 0, wtime 59, stime 84
scheduling process 6, rbi 29826112, rtime 0, wtime 59, stime 84
scheduling process 7, rbi 29826112, rtime 0, wtime 59, stime 84
scheduling process 8, rbi 29826112, rtime 0, wtime 59, stime 84
scheduling process 4, rbi 29620414, rtime 0, wtime 48, stime 96
scheduling process 5, rbi 29620414, rtime 0, wtime 59, stime 85
scheduling process 6, rbi 29620414, rtime 0, wtime 59, stime 85
scheduling process 7, rbi 29620414, rtime 0, wtime 59, stime 85
scheduling process 8, rbi 29620414, rtime 0, wtime 59, stime 85
scheduling process 4, rbi 29417534, rtime 0, wtime 48, stime 97
scheduling process 5, rbi 29417534, rtime 0, wtime 59, stime 86
scheduling process 6, rbi 29417534, rtime 0, wtime 59, stime 86
scheduling process 7, rbi 29417534, rtime 0, wtime 59, stime 86
scheduling process 8, rbi 29417534, rtime 0, wtime 59, stime 86
scheduling process 4, rbi 29217414, rtime 0, wtime 48, stime 98
scheduling process 5, rbi 29217414, rtime 0, wtime 59, stime 87
scheduling process 6, rbi 29217414, rtime 0, wtime 59, stime 87
scheduling process 7, rbi 29217414, rtime 0, wtime 59, stime 87
scheduling process 8, rbi 29217414, rtime 0, wtime 59, stime 87
scheduling process 4, rbi 29217414, rtime 0, wtime 48, stime 99
scheduling process 5, rbi 29019999, rtime 0, wtime 59, stime 88
scheduling process 6, rbi 29019999, rtime 0, wtime 59, stime 88
scheduling process 7, rbi 29019999, rtime 0, wtime 59, stime 88
scheduling process 8, rbi 29019999, rtime 0, wtime 59, stime 88
scheduling process 4, rbi 29217414, rtime 0, wtime 48, stime 100
scheduling process 5, rbi 28825234, rtime 0, wtime 59, stime 89
scheduling process 6, rbi 28825234, rtime 0, wtime 59, stime 89
scheduling process 7, rbi 28825234, rtime 0, wtime 59, stime 89
scheduling process 8, rbi 28825234, rtime 0, wtime 59, stime 89
scheduling process 4, rbi 29217414, rtime 0, wtime 48, stime 101
scheduling process 5, rbi 28633065, rtime 0, wtime 59, stime 90
scheduling process 6, rbi 28633065, rtime 0, wtime 59, stime 90
scheduling process 7, rbi 28633065, rtime 0, wtime 59, stime 90
scheduling process 8, rbi 28633065, rtime 0, wtime 59, stime 90
scheduling process 4, rbi 28443442, rtime 0, wtime 48, stime 102
scheduling process 5, rbi 28443442, rtime 0, wtime 59, stime 91
scheduling process 6, rbi 28443442, rtime 0, wtime 59, stime 91
scheduling process 7, rbi 28443442, rtime 0, wtime 59, stime 91
scheduling process 8, rbi 28443442, rtime 0, wtime 59, stime 91
scheduling process 4, rbi 28443442, rtime 0, wtime 48, stime 103
scheduling process 5, rbi 28256314, rtime 0, wtime 59, stime 92
scheduling process 6, rbi 28256314, rtime 0, wtime 59, stime 92
scheduling process 7, rbi 28256314, rtime 0, wtime 59, stime 92
scheduling process 8, rbi 28256314, rtime 0, wtime 59, stime 92
scheduling process 4, rbi 28443442, rtime 0, wtime 48, stime 104
scheduling process 5, rbi 28071632, rtime 0, wtime 59, stime 93
scheduling process 6, rbi 28071632, rtime 0, wtime 59, stime 93
scheduling process 7, rbi 28071632, rtime 0, wtime 59, stime 93
scheduling process 8, rbi 28071632, rtime 0, wtime 59, stime 93
scheduling process 4, rbi 28443442, rtime 0, wtime 48, stime 105
scheduling process 5, rbi 27889348, rtime 0, wtime 59, stime 94
scheduling process 6, rbi 27889348, rtime 0, wtime 59, stime 94
scheduling process 7, rbi 27889348, rtime 0, wtime 59, stime 94
scheduling process 8, rbi 27889348, rtime 0, wtime 59, stime 94
scheduling process 4, rbi 27709416, rtime 0, wtime 48, stime 106
scheduling process 5, rbi 27709416, rtime 0, wtime 59, stime 95
scheduling process 6, rbi 27709416, rtime 0, wtime 59, stime 95
scheduling process 7, rbi 27709416, rtime 0, wtime 59, stime 95
scheduling process 8, rbi 27709416, rtime 0, wtime 59, stime 95
scheduling process 4, rbi 27531791, rtime 0, wtime 48, stime 107
scheduling process 5, rbi 27531791, rtime 0, wtime 59, stime 96
scheduling process 6, rbi 27531791, rtime 0, wtime 59, stime 96
scheduling process 7, rbi 27531791, rtime 0, wtime 59, stime 96
scheduling process 8, rbi 27531791, rtime 0, wtime 59, stime 96
scheduling process 4, rbi 27356429, rtime 0, wtime 48, stime 108
scheduling process 5, rbi 27356429, rtime 0, wtime 59, stime 97
scheduling process 6, rbi 27356429, rtime 0, wtime 59, stime 97
scheduling process 7, rbi 27356429, rtime 0, wtime 59, stime 97
scheduling process 8, rbi 27356429, rtime 0, wtime 59, stime 97
scheduling process 4, rbi 27183287, rtime 0, wtime 48, stime 109
scheduling process 5, rbi 27183287, rtime 0, wtime 59, stime 98
scheduling process 6, rbi 27183287, rtime 0, wtime 59, stime 98
scheduling process 7, rbi 27183287, rtime 0, wtime 59, stime 98
scheduling process 8, rbi 27183287, rtime 0, wtime 59, stime 98
scheduling process 4, rbi 27012323, rtime 0, wtime 48, stime 110
scheduling process 5, rbi 27012323, rtime 0, wtime 59, stime 99
scheduling process 6, rbi 27012323, rtime 0, wtime 59, stime 99
scheduling process 7, rbi 27012323, rtime 0, wtime 59, stime 99
scheduling process 8, rbi 27012323, rtime 0, wtime 59, stime 99
scheduling process 4, rbi 27012323, rtime 0, wtime 48, stime 111
scheduling process 5, rbi 26843495, rtime 0, wtime 59, stime 100
scheduling process 6, rbi 26843495, rtime 0, wtime 59, stime 100
scheduling process 7, rbi 26843495, rtime 0, wtime 59, stime 100
scheduling process 8, rbi 26843495, rtime 0, wtime 59, stime 100
scheduling process 4, rbi 26676765, rtime 0, wtime 48, stime 112
scheduling process 5, rbi 26676765, rtime 0, wtime 59, stime 101
scheduling process 6, rbi 26676765, rtime 0, wtime 59, stime 101
scheduling process 7, rbi 26676765, rtime 0, wtime 59, stime 101
scheduling process 8, rbi 26676765, rtime 0, wtime 59, stime 101
scheduling process 4, rbi 26512094, rtime 0, wtime 48, stime 113
scheduling process 5, rbi 26512094, rtime 0, wtime 59, stime 102
scheduling process 6, rbi 26512094, rtime 0, wtime 59, stime 102
scheduling process 7, rbi 26512094, rtime 0, wtime 59, stime 102
scheduling process 8, rbi 26512094, rtime 0, wtime 59, stime 102
scheduling process 4, rbi 26512094, rtime 0, wtime 48, stime 114
scheduling process 5, rbi 26349442, rtime 0, wtime 59, stime 103
scheduling process 6, rbi 26349442, rtime 0, wtime 59, stime 103
scheduling process 7, rbi 26349442, rtime 0, wtime 59, stime 103
scheduling process 8, rbi 26349442, rtime 0, wtime 59, stime 103
scheduling process 4, rbi 26188775, rtime 0, wtime 48, stime 115
scheduling process 5, rbi 26188775, rtime 0, wtime 59, stime 104
scheduling process 6, rbi 26188775, rtime 0, wtime 59, stime 104
scheduling process 7, rbi 26188775, rtime 0, wtime 59, stime 104
scheduling process 8, rbi 26188775, rtime 0, wtime 59, stime 104
scheduling process 4, rbi 26030055, rtime 0, wtime 48, stime 116
scheduling process 5, rbi 26030055, rtime 0, wtime 59, stime 105
scheduling process 6, rbi 26030055, rtime 0, wtime 59, stime 105
scheduling process 7, rbi 26030055, rtime 0, wtime 59, stime 105
scheduling process 8, rbi 26030055, rtime 0, wtime 59, stime 105
scheduling process 4, rbi 26030055, rtime 0, wtime 48, stime 117
scheduling process 5, rbi 25873247, rtime 0, wtime 59, stime 106
scheduling process 6, rbi 25873247, rtime 0, wtime 59, stime 106
scheduling process 7, rbi 25873247, rtime 0, wtime 59, stime 106
scheduling process 8, rbi 25873247, rtime 0, wtime 59, stime 106
scheduling process 4, rbi 25718317, rtime 0, wtime 48, stime 118
scheduling process 5, rbi 25718317, rtime 0, wtime 59, stime 107
scheduling process 6, rbi 25718317, rtime 0, wtime 59, stime 107
scheduling process 7, rbi 25718317, rtime 0, wtime 59, stime 107
scheduling process 8, rbi 25718317, rtime 0, wtime 59, stime 107
scheduling process 4, rbi 25718317, rtime 0, wtime 48, stime 119
scheduling process 5, rbi 25565231, rtime 0, wtime 59, stime 108
scheduling process 6, rbi 25565231, rtime 0, wtime 59, stime 108
scheduling process 7, rbi 25565231, rtime 0, wtime 59, stime 108
scheduling process 8, rbi 25565231, rtime 0, wtime 59, stime 108
scheduling process 4, rbi 25718317, rtime 0, wtime 48, stime 120
scheduling process 5, rbi 25413957, rtime 0, wtime 59, stime 109
scheduling process 6, rbi 25413957, rtime 0, wtime 59, stime 109
scheduling process 7, rbi 25413957, rtime 0, wtime 59, stime 109
scheduling process 8, rbi 25413957, rtime 0, wtime 59, stime 109
scheduling process 4, rbi 25264463, rtime 0, wtime 48, stime 121
scheduling process 5, rbi 25264463, rtime 0, wtime 59, stime 110
scheduling process 6, rbi 25264463, rtime 0, wtime 59, stime 110
scheduling process 7, rbi 25264463, rtime 0, wtime 59, stime 110
scheduling process 8, rbi 25264463, rtime 0, wtime 59, stime 110
scheduling process 4, rbi 25264463, rtime 0, wtime 48, stime 122
scheduling process 5, rbi 25116718, rtime 0, wtime 59, stime 111
scheduling process 6, rbi 25116718, rtime 0, wtime 59, stime 111
scheduling process 7, rbi 25116718, rtime 0, wtime 59, stime 111
scheduling process 8, rbi 25116718, rtime 0, wtime 59, stime 111
scheduling process 4, rbi 24970690, rtime 0, wtime 48, stime 123
scheduling process 5, rbi 24970690, rtime 0, wtime 59, stime 112
scheduling process 6, rbi 24970690, rtime 0, wtime 59, stime 112
scheduling process 7, rbi 24970690, rtime 0, wtime 59, stime 112
scheduling process 8, rbi 24970690, rtime 0, wtime 59, stime 112
scheduling process 4, rbi 24970690, rtime 0, wtime 48, stime 124
scheduling process 6, rbi 24970690, rtime 0, wtime 59, stime 113
scheduling process 5, rbi 24826350, rtime 0, wtime 59, stime 113
scheduling process 7, rbi 24826350, rtime 0, wtime 59, stime 113
scheduling process 8, rbi 24826350, rtime 0, wtime 59, stime 113
scheduling process 4, rbi 24683670, rtime 0, wtime 48, stime 125
scheduling process 6, rbi 24683670, rtime 0, wtime 59, stime 114
scheduling process 5, rbi 24683670, rtime 0, wtime 59, stime 114
scheduling process 7, rbi 24683670, rtime 0, wtime 59, stime 114
scheduling process 8, rbi 24683670, rtime 0, wtime 59, stime 114
scheduling process 4, rbi 24542620, rtime 0, wtime 48, stime 126
scheduling process 5, rbi 24542620, rtime 0, wtime 59, stime 115
scheduling process 6, rbi 24542620, rtime 0, wtime 59, stime 115
scheduling process 7, rbi 24542620, rtime 0, wtime 59, stime 115
scheduling process 8, rbi 24542620, rtime 0, wtime 59, stime 115
scheduling process 4, rbi 24403173, rtime 0, wtime 48, stime 127
scheduling process 5, rbi 24403173, rtime 0, wtime 59, stime 116
scheduling process 6, rbi 24403173, rtime 0, wtime 59, stime 116
scheduling process 7, rbi 24403173, rtime 0, wtime 59, stime 116
scheduling process 8, rbi 24403173, rtime 0, wtime 59, stime 116
scheduling process 4, rbi 24265302, rtime 0, wtime 48, stime 128
scheduling process 5, rbi 24265302, rtime 0, wtime 59, stime 117
scheduling process 6, rbi 24265302, rtime 0, wtime 59, stime 117
scheduling process 7, rbi 24265302, rtime 0, wtime 59, stime 117
scheduling process 8, rbi 24265302, rtime 0, wtime 59, stime 117
scheduling process 4, rbi 24265302, rtime 0, wtime 48, stime 129
scheduling process 5, rbi 24128980, rtime 0, wtime 59, stime 118
scheduling process 6, rbi 24128980, rtime 0, wtime 59, stime 118
scheduling process 7, rbi 24128980, rtime 0, wtime 59, stime 118
scheduling process 8, rbi 24128980, rtime 0, wtime 59, stime 118
scheduling process 4, rbi 23994180, rtime 0, wtime 48, stime 130
scheduling process 5, rbi 23994180, rtime 0, wtime 59, stime 119
scheduling process 6, rbi 23994180, rtime 0, wtime 59, stime 119
scheduling process 7, rbi 23994180, rtime 0, wtime 59, stime 119
scheduling process 8, rbi 23994180, rtime 0, wtime 59, stime 119
scheduling process 4, rbi 23994180, rtime 0, wtime 48, stime 131
scheduling process 5, rbi 23860879, rtime 0, wtime 59, stime 120
scheduling process 6, rbi 23860879, rtime 0, wtime 59, stime 120
scheduling process 7, rbi 23860879, rtime 0, wtime 59, stime 120
scheduling process 8, rbi 23860879, rtime 0, wtime 59, stime 120
scheduling process 4, rbi 23729051, rtime 0, wtime 48, stime 132
scheduling process 5, rbi 23729051, rtime 0, wtime 59, stime 121
scheduling process 6, rbi 23729051, rtime 0, wtime 59, stime 121
scheduling process 7, rbi 23729051, rtime 0, wtime 59, stime 121
scheduling process 8, rbi 23729051, rtime 0, wtime 59, stime 121
scheduling process 4, rbi 23598671, rtime 0, wtime 48, stime 133
scheduling process 5, rbi 23598671, rtime 0, wtime 59, stime 122
scheduling process 6, rbi 23598671, rtime 0, wtime 59, stime 122
scheduling process 7, rbi 23598671, rtime 0, wtime 59, stime 122
scheduling process 8, rbi 23598671, rtime 0, wtime 59, stime 122
scheduling process 4, rbi 23469716, rtime 0, wtime 48, stime 134
scheduling process 5, rbi 23469716, rtime 0, wtime 59, stime 123
scheduling process 6, rbi 23469716, rtime 0, wtime 59, stime 123
scheduling process 7, rbi 23469716, rtime 0, wtime 59, stime 123
scheduling process 8, rbi 23469716, rtime 0, wtime 59, stime 123
scheduling process 4, rbi 23342163, rtime 0, wtime 48, stime 135
scheduling process 5, rbi 23342163, rtime 0, wtime 59, stime 124
scheduling process 6, rbi 23342163, rtime 0, wtime 59, stime 124
scheduling process 7, rbi 23342163, rtime 0, wtime 59, stime 124
scheduling process 8, rbi 23342163, rtime 0, wtime 59, stime 124
scheduling process 4, rbi 23215989, rtime 0, wtime 48, stime 136
scheduling process 5, rbi 23215989, rtime 0, wtime 59, stime 125
scheduling process 6, rbi 23215989, rtime 0, wtime 59, stime 125
scheduling process 7, rbi 23215989, rtime 0, wtime 59, stime 125
scheduling process 8, rbi 23215989, rtime 0, wtime 59, stime 125
scheduling process 4, rbi 23091172, rtime 0, wtime 48, stime 137
scheduling process 5, rbi 23091172, rtime 0, wtime 59, stime 126
scheduling process 6, rbi 23091172, rtime 0, wtime 59, stime 126
scheduling process 7, rbi 23091172, rtime 0, wtime 59, stime 126
scheduling process 8, rbi 23091172, rtime 0, wtime 59, stime 126
scheduling process 4, rbi 22967689, rtime 0, wtime 48, stime 138
scheduling process 5, rbi 22967689, rtime 0, wtime 59, stime 127
scheduling process 6, rbi 22967689, rtime 0, wtime 59, stime 127
scheduling process 7, rbi 22967689, rtime 0, wtime 59, stime 127
scheduling process 8, rbi 22967689, rtime 0, wtime 59, stime 127
scheduling process 4, rbi 22967689, rtime 0, wtime 48, stime 139
scheduling process 5, rbi 22845520, rtime 0, wtime 59, stime 128
scheduling process 6, rbi 22845520, rtime 0, wtime 59, stime 128
scheduling process 7, rbi 22845520, rtime 0, wtime 59, stime 128
scheduling process 8, rbi 22845520, rtime 0, wtime 59, stime 128
scheduling process 4, rbi 22724644, rtime 0, wtime 48, stime 140
scheduling process 5, rbi 22724644, rtime 0, wtime 59, stime 129
scheduling process 6, rbi 22724644, rtime 0, wtime 59, stime 129
scheduling process 7, rbi 22724644, rtime 0, wtime 59, stime 129
scheduling process 8, rbi 22724644, rtime 0, wtime 59, stime 129
scheduling process 4, rbi 22605041, rtime 0, wtime 48, stime 141
scheduling process 5, rbi 22605041, rtime 0, wtime 59, stime 130
scheduling process 6, rbi 22605041, rtime 0, wtime 59, stime 130
scheduling process 7, rbi 22605041, rtime 0, wtime 59, stime 130
scheduling process 8, rbi 22605041, rtime 0, wtime 59, stime 130
scheduling process 4, rbi 22486690, rtime 0, wtime 48, stime 142
scheduling process 5, rbi 22486690, rtime 0, wtime 59, stime 131
scheduling process 6, rbi 22486690, rtime 0, wtime 59, stime 131
scheduling process 7, rbi 22486690, rtime 0, wtime 59, stime 131
scheduling process 8, rbi 22486690, rtime 0, wtime 59, stime 131
scheduling process 4, rbi 22369571, rtime 0, wtime 48, stime 143
scheduling process 5, rbi 22369571, rtime 0, wtime 59, stime 132
scheduling process 6, rbi 22369571, rtime 0, wtime 59, stime 132
scheduling process 7, rbi 22369571, rtime 0, wtime 59, stime 132
scheduling process 8, rbi 22369571, rtime 0, wtime 59, stime 132
scheduling process 4, rbi 22253666, rtime 0, wtime 48, stime 144
scheduling process 5, rbi 22253666, rtime 0, wtime 59, stime 133
scheduling process 6, rbi 22253666, rtime 0, wtime 59, stime 133
scheduling process 7, rbi 22253666, rtime 0, wtime 59, stime 133
scheduling process 8, rbi 22253666, rtime 0, wtime 59, stime 133
scheduling process 4, rbi 22138956, rtime 0, wtime 48, stime 145
scheduling process 8, rbi 22253666, rtime 0, wtime 59, stime 134
scheduling process 5, rbi 22138956, rtime 0, wtime 59, stime 134
scheduling process 6, rbi 22138956, rtime 0, wtime 59, stime 134
scheduling process 7, rbi 22138956, rtime 0, wtime 59, stime 134
scheduling process 4, rbi 22025423, rtime 0, wtime 48, stime 146
scheduling process 5, rbi 22025423, rtime 0, wtime 59, stime 135
